fy,WorkSheetName,SubCode,subcode_label,source_file
2023-24,TAC11 Finance & other,SCI1201,Gains/(losses) on foreign exchange,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC11 Finance & other,SCI1203,Other gains/(losses),2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC11 Finance & other,SCI1205,Total other gains/(losses),2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC11 Finance & other,SCI1210,- Capital loans,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC11 Finance & other,SCI1220,- Revenue support / working capital loans,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC11 Finance & other,SCI1240,Interest on other loans,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC11 Finance & other,SCI1250,Interest on bank overdrafts,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC11 Finance & other,SCI1260,Interest on lease obligations,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC11 Finance & other,SCI1270,Interest on the late payment of commercial debt,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC11 Finance & other,SCI1280,- Main finance costs,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC11 Finance & other,SCI1290,- Contingent finance costs,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC11 Finance & other,SCI1295,- Remeasurement of PFI / other service concession liability resulting from change in index or rate,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC11 Finance & other,SCI1320,Unwinding of discount on provisions,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC11 Finance & other,SCI1330,Other finance costs,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC11 Finance & other,SCI1340,Total finance expenditure,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC12 Impairment,IMP0010,Loss or damage resulting from normal operations,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC12 Impairment,IMP0015,Over specification of assets,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC12 Impairment,IMP0020,Abandonment of assets in the course of construction,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC12 Impairment,IMP0025,Unforeseen obsolescence,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC12 Impairment,IMP0030,Loss as a result of a catastrophe,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC12 Impairment,IMP0035,Other,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC12 Impairment,IMP0040,Changes in market price,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC12 Impairment,IMP0044,Impairments of charitable fund assets,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC12 Impairment,IMP0045,Total impairments and (reversals) charged to operating surplus / deficit,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC12 Impairment,IMP0050,Total net impairments charged to revaluation reserve,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC12 Impairment,IMP0055,Total impairments and (reversals),2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC13 Intangibles,INT0010,Valuation / gross cost at 1 April 2022 - brought forward,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC13 Intangibles,INT0020,Prior period adjustment,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC13 Intangibles,INT0030,Valuation / gross cost at 1 April 2022 - restated,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC13 Intangibles,INT0035,Reclassification of existing finance leased assets to right of use assets on 1 April 2022,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC13 Intangibles,INT0040,At start of period for new FTs,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC13 Intangibles,INT0050,Transfers by absorption,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC13 Intangibles,INT0060,Additions - purchased / internally generated,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC13 Intangibles,INT0080,Additions - donations of physical assets (non-cash),2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC13 Intangibles,INT0090,Additions - assets purchased from cash donations/grants,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC13 Intangibles,INT0095,Transfer of donated assets (non-cash) from consolidated charitable fund to trust,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC13 Intangibles,INT0100,Impairments charged to operating expenses,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC13 Intangibles,INT0110,Impairments charged to the revaluation reserve,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC13 Intangibles,INT0120,Reversal of impairments credited to operating expenses,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC13 Intangibles,INT0130,Reversal of impairments credited to the revaluation reserve,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC13 Intangibles,INT0140,Revaluations,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC13 Intangibles,INT0145,Remeasurements - retranslation gains / (losses) on foreign operations,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC13 Intangibles,INT0150,Reclassifications,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC13 Intangibles,INT0160,Transfers to/from assets held for sale and assets in disposal groups,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC13 Intangibles,INT0170,Disposals/derecognition,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC13 Intangibles,INT0180,Transfer to FT upon authorisation,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC13 Intangibles,INT0190,Valuation/gross cost at 31 March 2023,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC13 Intangibles,INT0200,Accumulated amortisation at 1 April 2022 - brought forward,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC13 Intangibles,INT0210,Prior period adjustment,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC13 Intangibles,INT0220,Accumulated amortisation at 1 April 2022 - restated,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC13 Intangibles,INT0225,Reclassification of existing finance leased assets to right of use assets on 1 April 2022,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC13 Intangibles,INT0230,At start of period for new FTs,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC13 Intangibles,INT0240,Transfers by absorption,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC13 Intangibles,INT0250,Provided during the year,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC13 Intangibles,INT0255,Transfer of donated assets (non-cash) from consolidated charitable fund to trust,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC13 Intangibles,INT0260,Impairments charged to operating expenses,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC13 Intangibles,INT0270,Impairments charged to the revaluation reserve,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC13 Intangibles,INT0280,Reversal of impairments credited to operating expenses,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC13 Intangibles,INT0290,Reversal of impairments credited to the revaluation reserve,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC13 Intangibles,INT0300,Revaluations,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC13 Intangibles,INT0305,Remeasurements - retranslation gains / (losses) on foreign operations,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC13 Intangibles,INT0310,Reclassifications,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC13 Intangibles,INT0320,Transfers to/from assets held for sale and assets in disposal groups,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC13 Intangibles,INT0330,Disposals/derecognition,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC13 Intangibles,INT0340,Transfer to FT upon authorisation,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC13 Intangibles,INT0350,Accumulated amortisation at 31 March 2023,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC13 Intangibles,INT0360,Net book value at 31 March 2023,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14 PPE,PPE0010,Valuation / gross cost at 1 April 2022 - brought forward,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14 PPE,PPE0020,Prior period adjustment,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14 PPE,PPE0030,Valuation / gross cost at 1 April 2022 - restated,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14 PPE,PPE0035,Reclassification of existing finance leased assets to right of use assets on 1 April 2022,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14 PPE,PPE0040,At start of period for new FTs,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14 PPE,PPE0050,Transfers by absorption,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14 PPE,PPE0060,Additions - purchased  (including capital lifecycle additions),2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14 PPE,PPE0070,Additions - IFRIC 12 scheme assets (excluding lifecycle),2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14 PPE,PPE0080,Additions - donations of physical assets (non-cash),2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14 PPE,PPE0090,Additions - assets purchased from cash donations/grants,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14 PPE,PPE0095,Transfer of donated assets (non-cash) from consolidated charitable fund to trust,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14 PPE,PPE0096,Additions - assets re-recognised at the end of an intra-government finance lease (trust was lessor),2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14 PPE,PPE0097,Additions - assets re-recognised at the end of an external to government finance lease (trust was lessor),2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14 PPE,PPE0100,Impairments charged to operating expenses,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14 PPE,PPE0110,Impairments charged to the revaluation reserve,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14 PPE,PPE0120,Reversal of impairments credited to operating expenses,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14 PPE,PPE0130,Reversal of impairments credited to the revaluation reserve,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14 PPE,PPE0140,Revaluations,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14 PPE,PPE0145,Remeasurements - retranslation gains / (losses) on foreign operations,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14 PPE,PPE0150,Reclassifications,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14 PPE,PPE0151,Reclassifications from RoU assets where ownership has transferred,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14 PPE,PPE0160,Transfers to/from assets held for sale and assets in disposal groups,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14 PPE,PPE0170,Disposals/derecognition,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14 PPE,PPE0172,Disposals - new finance lease (lessor),2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14 PPE,PPE0175,Derecognition - COVID equipment returned to DHSC,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14 PPE,PPE0180,Transfer to FT upon authorisation,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14 PPE,PPE0190,Valuation/gross cost at 31 March 2023,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14 PPE,PPE0200,Accumulated depreciation at 1 April 2022 - brought forward,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14 PPE,PPE0210,Prior period adjustment,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14 PPE,PPE0220,Accumulated depreciation at 1 April 2022 - restated,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14 PPE,PPE0225,Reclassification of existing finance leased assets to right of use assets on 1 April 2022,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14 PPE,PPE0230,At start of period for new FTs,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14 PPE,PPE0240,Transfers by absorption,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14 PPE,PPE0250,Provided during the year,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14 PPE,PPE0255,Transfer of donated assets (non-cash) from consolidated charitable fund to trust,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14 PPE,PPE0260,Impairments charged to operating expenses,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14 PPE,PPE0270,Impairments charged to the revaluation reserve,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14 PPE,PPE0280,Reversal of impairments credited to operating expenses,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14 PPE,PPE0290,Reversal of impairments credited to the revaluation reserve,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14 PPE,PPE0300,Revaluations,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14 PPE,PPE0305,Remeasurements - retranslation gains / (losses) on foreign operations,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14 PPE,PPE0310,Reclassifications,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14 PPE,PPE0311,Reclassifications from RoU assets where ownership has transferred,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14 PPE,PPE0320,Transfers to/from assets held for sale and assets in disposal groups,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14 PPE,PPE0330,Disposals/derecognition,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14 PPE,PPE0332,Disposals - new finance lease (lessor),2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14 PPE,PPE0335,Derecognition - COVID equipment returned to DHSC,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14 PPE,PPE0340,Transfer to FT upon authorisation,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14 PPE,PPE0350,Accumulated depreciation at 31 March 2023,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14 PPE,PPE0360,Owned - purchased,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14 PPE,PPE0380,On-SoFP PFI contracts and other service concession arrangements,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14 PPE,PPE0390,Off-SoFP PFI residual interests,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14 PPE,PPE0410,Owned - donated / granted,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14 PPE,PPE0420,NBV total at 31 March 2023,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14A RoU Assets,ROU0010,Valuation / gross cost at 1 April 2023 - brought forward,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14A RoU Assets,ROU0040,At start of period for new FTs,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14A RoU Assets,ROU0050,Transfers by absorption,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14A RoU Assets,ROU0070,Additions - lease liability,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14A RoU Assets,ROU0071,Additions - up front lease payments (before or on commencement),2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14A RoU Assets,ROU0072,Additions - initial direct costs of obtaining a lease,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14A RoU Assets,ROU0073,Additions - cash lease incentives (reduce the RoU addition value),2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14A RoU Assets,ROU0080,Additions - peppercorn leases,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14A RoU Assets,ROU0081,Re-recognition of RoU asset at end of sublease - intra-gov sublease,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14A RoU Assets,ROU0082,Re-recognition of RoU asset at end of sublease - ext to gov sublease,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14A RoU Assets,ROU0096,Remeasurements of the lease liability,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14A RoU Assets,ROU0097,Dilapidation provisions arising (capitalised in RoU asset),2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14A RoU Assets,ROU0098,Dilapidation provisions reversed unused,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14A RoU Assets,ROU0099,Dilapidation provisions - change in discount rate,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14A RoU Assets,ROU0100,Impairments charged to operating expenses,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14A RoU Assets,ROU0110,Impairments charged to the revaluation reserve,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14A RoU Assets,ROU0120,Reversal of impairments credited to operating expenses,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14A RoU Assets,ROU0130,Reversal of impairments credited to the revaluation reserve,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14A RoU Assets,ROU0140,Revaluations,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14A RoU Assets,ROU0145,Remeasurements - retranslation gains / (losses) on foreign operations,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14A RoU Assets,ROU0150,Reclassifications,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14A RoU Assets,ROU0151,Reclassifications to PPE where ownership has transferred,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14A RoU Assets,ROU0171,Disposals/derecognition - lease termination,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14A RoU Assets,ROU0172,Disposals/derecognition - peppercorn lease termination,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14A RoU Assets,ROU0173,Disposals/derecognition - new sublease (leased to intra-government body),2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14A RoU Assets,ROU0174,Disposals/derecognition - new sublease (leased to external to government),2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14A RoU Assets,ROU0175,Disposals/derecognition - new peppercorn sublease (intra-government),2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14A RoU Assets,ROU0176,Disposals/derecognition - new peppercorn sublease (ext to government),2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14A RoU Assets,ROU0180,Transfer to FT upon authorisation,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14A RoU Assets,ROU0190,Valuation/gross cost at 31 March 2024,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14A RoU Assets,ROU0200,Accumulated depreciation at 1 April 2023 - brought forward,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14A RoU Assets,ROU0230,At start of period for new FTs,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14A RoU Assets,ROU0240,Transfers by absorption,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14A RoU Assets,ROU0250,Provided during the year - right of use asset,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14A RoU Assets,ROU0251,Provided during the year - peppercorn leased asset,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14A RoU Assets,ROU0260,Impairments charged to operating expenses,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14A RoU Assets,ROU0270,Impairments charged to the revaluation reserve,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14A RoU Assets,ROU0280,Reversal of impairments credited to operating expenses,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14A RoU Assets,ROU0290,Reversal of impairments credited to the revaluation reserve,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14A RoU Assets,ROU0300,Revaluations,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14A RoU Assets,ROU0305,Remeasurements - retranslation gains / (losses) on foreign operations,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14A RoU Assets,ROU0310,Reclassifications,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14A RoU Assets,ROU0311,Reclassifications to PPE where ownership has transferred,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14A RoU Assets,ROU0331,Disposals/derecognition - lease termination,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14A RoU Assets,ROU0332,Disposals/derecognition - peppercorn lease termination,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14A RoU Assets,ROU0333,Disposals/derecognition - new sublease (leased to intra-government body),2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14A RoU Assets,ROU0334,Disposals/derecognition - new sublease (leased to external to government),2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14A RoU Assets,ROU0335,Disposals/derecognition - new peppercorn sublease (intra-government),2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14A RoU Assets,ROU0336,Disposals/derecognition - new peppercorn sublease (ext to government),2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14A RoU Assets,ROU0340,Transfer to FT upon authorisation,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14A RoU Assets,ROU0350,Accumulated depreciation at 31 March 2024,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14A RoU Assets,ROU0360,Net book value at 31 March 2024,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14A RoU Assets,ROU0361,Leased from other NHS providers,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14A RoU Assets,ROU0362,Leased from other DHSC group bodies,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14X RoU Assets PY,ROU0035,Reclassification of existing finance leased assets to right of use assets on 1 April 2022,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14X RoU Assets PY,ROU0036,Recognition of right of use assets for existing operating leases on initial application of IFRS 16 on 1 April 2022,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14X RoU Assets PY,ROU0037,Derecognition of right of use assets for subleases reassessed as finance leases on initial application of IFRS 16 on 1 April 2022,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14X RoU Assets PY,ROU0040,At start of period for new FTs,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14X RoU Assets PY,ROU0050,Transfers by absorption,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14X RoU Assets PY,ROU0070,Additions - lease liability,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14X RoU Assets PY,ROU0071,Additions - up front lease payments (before or on commencement),2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14X RoU Assets PY,ROU0072,Additions - initial direct costs of obtaining a lease,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14X RoU Assets PY,ROU0073,Additions - cash lease incentives (reduce the RoU addition value),2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14X RoU Assets PY,ROU0080,Additions - peppercorn leases,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14X RoU Assets PY,ROU0081,Re-recognition of RoU asset at end of sublease - intra-gov sublease,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14X RoU Assets PY,ROU0082,Re-recognition of RoU asset at end of sublease - ext to gov sublease,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14X RoU Assets PY,ROU0096,Remeasurements of the lease liability,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14X RoU Assets PY,ROU0097,Dilapidation provisions arising (capitalised in RoU asset),2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14X RoU Assets PY,ROU0098,Dilapidation provisions reversed unused,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14X RoU Assets PY,ROU0099,Dilapidation provisions - change in discount rate,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14X RoU Assets PY,ROU0100,Impairments charged to operating expenses,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14X RoU Assets PY,ROU0110,Impairments charged to the revaluation reserve,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14X RoU Assets PY,ROU0120,Reversal of impairments credited to operating expenses,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14X RoU Assets PY,ROU0130,Reversal of impairments credited to the revaluation reserve,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14X RoU Assets PY,ROU0140,Revaluations,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14X RoU Assets PY,ROU0145,Remeasurements - retranslation gains / (losses) on foreign operations,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14X RoU Assets PY,ROU0150,Reclassifications,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14X RoU Assets PY,ROU0151,Reclassifications to PPE where ownership has transferred,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14X RoU Assets PY,ROU0171,Disposals/derecognition - lease termination,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14X RoU Assets PY,ROU0172,Disposals/derecognition - peppercorn lease termination,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14X RoU Assets PY,ROU0173,Disposals/derecognition - new sublease (leased to intra-government body),2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14X RoU Assets PY,ROU0174,Disposals/derecognition - new sublease (leased to external to government),2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14X RoU Assets PY,ROU0175,Disposals/derecognition - new peppercorn sublease (intra-government),2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14X RoU Assets PY,ROU0176,Disposals/derecognition - new peppercorn sublease (ext to government),2023-24-NHS-Provider-TAC-illustrative-file.xlsx
2023-24,TAC14X RoU Assets PY,ROU0180,Transfer to FT upon authorisation,2023-24-NHS-Provider-TAC-illustrative-file.xlsx
