SubCode,financial_years,label,primary_worksheet,num_years
PFI0040,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",- later than five years.,TAC24 On-SoFP PFI,5
PEN0310,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Plan assets at fair value at 31 March,TAC26 Pension,5
PEN0320,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Plan surplus/(deficit) at 31 March,TAC26 Pension,5
PEN0330,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Present value of the defined benefit obligation,TAC26 Pension,5
PEN0340,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Plan assets at fair value,TAC26 Pension,5
PEN0370,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Net defined benefit (obligation)/asset recognised in the SoFP at 31 March,TAC26 Pension,5
PEN0372,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Fair value of any reimbursement right recognised as a separate asset on the SoFP,TAC26 Pension,5
PEN0375,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Total net (liability)/asset after the impact of reimbursement rights as at 31 March,TAC26 Pension,5
PEN0380,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Current service cost,TAC26 Pension,5
PEN0230,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",- Actuarial gains/(losses),TAC26 Pension,5
PEN0240,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",- Changes in the effect of limiting a net defined benefit asset to the asset ceiling (excluding amounts included in interest income/expense),TAC26 Pension,5
PEN0250,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Contributions by the employer,TAC26 Pension,5
PEN0260,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Contributions by the plan participants,TAC26 Pension,5
PEN0270,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Benefits paid,TAC26 Pension,5
PEN0280,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Business combinations (transfers in/out),TAC26 Pension,5
PEN0290,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Settlements,TAC26 Pension,5
PEN0300,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Transferred to NHS foundation trust upon authorisation as FT,TAC26 Pension,5
PEN0150,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Present value of the defined benefit obligation at 31 March,TAC26 Pension,5
PEN0160,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Plan assets at fair value at 1 April,TAC26 Pension,5
PEN0170,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Prior period adjustment,TAC26 Pension,5
PEN0180,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Present value of plan assets at 1 April,TAC26 Pension,5
PEN0190,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",At start of period for new FTs,TAC26 Pension,5
PEN0200,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Transfers by absorption,TAC26 Pension,5
PEN0210,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Interest income,TAC26 Pension,5
PEN0220,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",- Return on plan assets (excludes any amounts already included in interest income above),TAC26 Pension,5
PPE0080,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Additions - donations of physical assets (non-cash),TAC14 PPE,5
PPE0090,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Additions - assets purchased from cash donations/grants,TAC14 PPE,5
PPE0095,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Transfer of donated assets (non-cash) from consolidated charitable fund to trust,TAC14 PPE,5
PPE0100,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Impairments charged to operating expenses,TAC14 PPE,5
PPE0010,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Valuation / gross cost at 1 April 2018 - brought forward,TAC14 PPE,5
PPE0020,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Prior period adjustment,TAC14 PPE,5
PPE0030,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Valuation / gross cost at 1 April 2018 - restated,TAC14 PPE,5
PPE0040,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",At start of period for new FTs,TAC14 PPE,5
PPE0050,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Transfers by absorption,TAC14 PPE,5
PPE0060,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Additions - purchased  (including capital lifecycle additions),TAC14 PPE,5
PPE0070,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Additions - leased / IFRIC 12 scheme assets (excluding lifecycle),TAC14 PPE,5
PFI0130,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",- later than five years.,TAC24 On-SoFP PFI,5
PFI0190,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",PFI support income recognised in other operating income,TAC24 On-SoFP PFI,5
PFI1000,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",- not later than one year;,TAC25 Off-SoFP PFI,5
PFI1010,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",- later than one year and not later than five years;,TAC25 Off-SoFP PFI,5
PFI1020,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",- later than five years.,TAC25 Off-SoFP PFI,5
PFI1030,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Total,TAC25 Off-SoFP PFI,5
PFI1040,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Total charge to operating expenditure for off-SoFP schemes,TAC25 Off-SoFP PFI,5
PFI1050,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Number of schemes that the trust has (accounted for off-SoFP) as at 31 March 2020,TAC25 Off-SoFP PFI,5
PFI0050,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Finance charges allocated to future periods,TAC24 On-SoFP PFI,5
PFI0060,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24","Net PFI, LIFT or other service concession SoFP obligation",TAC24 On-SoFP PFI,5
PFI0070,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",- not later than one year;,TAC24 On-SoFP PFI,5
PFI0080,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",- later than one year and not later than five years;,TAC24 On-SoFP PFI,5
PFI0090,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",- later than five years.,TAC24 On-SoFP PFI,5
PFI0100,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24","Total future payments committed in respect of PFI, LIFT or other service concession arrangements",TAC24 On-SoFP PFI,5
PFI0110,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",- not later than one year;,TAC24 On-SoFP PFI,5
PFI0120,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",- later than one year and not later than five years;,TAC24 On-SoFP PFI,5
STA0500,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Number of employees (WTE) engaged on capital projects,TAC09 Staff,5
STA0400,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Healthcare assistants and other support staff,TAC09 Staff,5
STA0410,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24","Nursing, midwifery and health visiting staff",TAC09 Staff,5
STA0420,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24","Nursing, midwifery and health visiting learners",TAC09 Staff,5
STA0430,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24","Scientific, therapeutic and technical staff",TAC09 Staff,5
STA0440,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Healthcare science staff,TAC09 Staff,5
STA0450,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Social care staff,TAC09 Staff,5
STA0480,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Other,TAC09 Staff,5
STA0490,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Total average numbers,TAC09 Staff,5
STA0340,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Recoveries from DHSC Group bodies in respect of staff cost netted off expenditure,TAC09 Staff,5
STA0350,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Recoveries from other bodies in respect of staff cost netted off expenditure,TAC09 Staff,5
STA0360,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",TOTAL STAFF COSTS,TAC09 Staff,5
STA0370,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Medical and dental,TAC09 Staff,5
STA0380,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Ambulance staff,TAC09 Staff,5
STA0390,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Administration and estates,TAC09 Staff,5
BAL1220,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Other assets,TAC03 SoFP,5
BAL1230,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Non-current assets for sale and assets in disposal groups,TAC03 SoFP,5
BAL1240,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Cash and cash equivalents,TAC03 SoFP,5
BAL1250,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Total current assets,TAC03 SoFP,5
BAL1260,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Trade and other payables,TAC03 SoFP,5
BAL1270,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Borrowings,TAC03 SoFP,5
BAL1280,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Other financial liabilities,TAC03 SoFP,5
BAL1290,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Provisions,TAC03 SoFP,5
BAL1130,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Investments in joint ventures and associates,TAC03 SoFP,5
BAL1140,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Other investments / financial assets,TAC03 SoFP,5
BAL1150,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Receivables,TAC03 SoFP,5
BAL1170,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Other assets,TAC03 SoFP,5
BAL1180,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Total non-current assets,TAC03 SoFP,5
BAL1190,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Inventories,TAC03 SoFP,5
BAL1200,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Receivables,TAC03 SoFP,5
BAL1210,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Other investments / financial assets,TAC03 SoFP,5
AHS0090,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Plus reversal of impairment of assets held for sale,TAC16 AHFS,5
AHS0100,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24","Less assets no longer classified as held for sale, for reasons other than disposal by sale",TAC16 AHFS,5
AHS0110,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Transfer to FT upon authorisation,TAC16 AHFS,5
AHS0120,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",NBV of non-current assets for sale and assets in disposal groups at 31 March 2019,TAC16 AHFS,5
BAL1100,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Intangible assets,TAC03 SoFP,5
BAL1110,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24","Property, plant and equipment",TAC03 SoFP,5
BAL1120,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Investment property,TAC03 SoFP,5
AHS0010,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",NBV of non-current assets for sale and assets in disposal groups at 1 April 2018,TAC16 AHFS,5
AHS0020,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Prior period adjustment,TAC16 AHFS,5
AHS0030,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",NBV of non-current assets for sale and assets in disposal groups at 1 April 2018 - restated,TAC16 AHFS,5
AHS0040,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",At start of period for new FTs,TAC16 AHFS,5
AHS0050,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Transfers by absorption,TAC16 AHFS,5
AHS0060,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Plus assets classified as available for sale in the year,TAC16 AHFS,5
AHS0070,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Less assets sold in year,TAC16 AHFS,5
AHS0080,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",Less impairment of assets held for sale,TAC16 AHFS,5
SCI1310,"2019-20, 2020-21, 2021-22, 2022-23",- Contingent finance costs,TAC11 Finance & other,4
EXP0379,"2020-21, 2021-22, 2022-23, 2023-24",Inventories written down (consumables donated from DHSC group bodies for COVID response),TAC08 Op Exp,4
SCI1300,"2019-20, 2020-21, 2021-22, 2022-23",- Main finance costs,TAC11 Finance & other,4
FI0310,"2020-21, 2021-22, 2022-23, 2023-24",Trade and other payables (excluding non financial liabilities) - with NHS and DHSC bodies,TAC27 Fin Inst,4
FI0320,"2020-21, 2021-22, 2022-23, 2023-24",Trade and other payables (excluding non financial liabilities) - with other bodies,TAC27 Fin Inst,4
FI0330,"2020-21, 2021-22, 2022-23, 2023-24",Other financial liabilities,TAC27 Fin Inst,4
FI0220,"2020-21, 2021-22, 2022-23, 2023-24",Receivables (excluding non financial assets) - with NHS and DHSC bodies,TAC27 Fin Inst,4
FI0230,"2020-21, 2021-22, 2022-23, 2023-24",Receivables (excluding non financial assets) - with other bodies,TAC27 Fin Inst,4
EXP0340,"2019-20, 2020-21, 2021-22, 2022-23",Operating lease expenditure (net),TAC08 Op Exp,4
PPE0370,"2019-20, 2020-21, 2021-22, 2022-23",Finance leased,TAC14 PPE,4
FI0260,"2020-21, 2021-22, 2022-23, 2023-24",Total assets,TAC27 Fin Inst,4
FI0275,"2020-21, 2021-22, 2022-23, 2023-24",DHSC loans,TAC27 Fin Inst,4
FI0340,"2020-21, 2021-22, 2022-23, 2023-24",IAS 37 provisions which are financial liabilities,TAC27 Fin Inst,4
FI0345,"2020-21, 2021-22, 2022-23, 2023-24",Consolidated NHS charitable fund financial liabilities,TAC27 Fin Inst,4
FI0350,"2020-21, 2021-22, 2022-23, 2023-24",Total liabilities,TAC27 Fin Inst,4
EXP0155,"2020-21, 2021-22, 2022-23, 2023-24",Supplies and services – clinical: utilisation of consumables donated from DHSC group bodies for COVID response,TAC08 Op Exp,4
FI0240,"2020-21, 2021-22, 2022-23, 2023-24",Other investments / financial assets,TAC27 Fin Inst,4
FI0250,"2020-21, 2021-22, 2022-23, 2023-24",Cash and cash equivalents,TAC27 Fin Inst,4
FI0255,"2020-21, 2021-22, 2022-23, 2023-24",Consolidated NHS Charitable fund financial assets,TAC27 Fin Inst,4
FI0280,"2020-21, 2021-22, 2022-23, 2023-24",Other borrowings excluding finance lease and PFI liabilities,TAC27 Fin Inst,4
FI0290,"2020-21, 2021-22, 2022-23, 2023-24",Obligations under finance leases,TAC27 Fin Inst,4
FI0300,"2020-21, 2021-22, 2022-23, 2023-24","Obligations under PFI, LIFT and other service concession contracts",TAC27 Fin Inst,4
OPE0270,"2019-20, 2020-21, 2021-22, 2022-23",- later than five years,TAC10 Op leases,4
OPE0260,"2019-20, 2020-21, 2021-22, 2022-23",- later than one year and not later than five years,TAC10 Op leases,4
OPE0210,"2019-20, 2020-21, 2021-22, 2022-23",Minimum lease payments,TAC10 Op leases,4
OPE0240,"2019-20, 2020-21, 2021-22, 2022-23",Total in-year operating lease costs,TAC10 Op leases,4
OPE0230,"2019-20, 2020-21, 2021-22, 2022-23",Sub-lease receipts,TAC10 Op leases,4
OPE0220,"2019-20, 2020-21, 2021-22, 2022-23",Contingent rents,TAC10 Op leases,4
OPE0250,"2019-20, 2020-21, 2021-22, 2022-23",- not later than one year,TAC10 Op leases,4
REC0720,"2019-20, 2020-21, 2021-22, 2022-23",- not later than one year;,TAC18 Receivables,4
REC0660,"2019-20, 2020-21, 2021-22, 2022-23",- not later than one year;,TAC18 Receivables,4
REC0670,"2019-20, 2020-21, 2021-22, 2022-23",- later than one year and not later than five years;,TAC18 Receivables,4
REC0740,"2019-20, 2020-21, 2021-22, 2022-23",- later than five years.,TAC18 Receivables,4
REC0730,"2019-20, 2020-21, 2021-22, 2022-23",- later than one year and not later than five years;,TAC18 Receivables,4
REC0710,"2019-20, 2020-21, 2021-22, 2022-23",Net land lease receivables,TAC18 Receivables,4
REC0700,"2019-20, 2020-21, 2021-22, 2022-23",Allowance for uncollectable lease payments,TAC18 Receivables,4
REC0680,"2019-20, 2020-21, 2021-22, 2022-23",- later than five years.,TAC18 Receivables,4
REC0690,"2019-20, 2020-21, 2021-22, 2022-23",Unearned interest income,TAC18 Receivables,4
OPE0290,"2019-20, 2020-21, 2021-22, 2022-23",Total future minimum sublease payments receivable,TAC10 Op leases,4
REC0650,"2019-20, 2020-21, 2021-22, 2022-23",Gross land lease receivables,TAC18 Receivables,4
OPE0280,"2019-20, 2020-21, 2021-22, 2022-23",Total,TAC10 Op leases,4
OPE0010,"2019-20, 2020-21, 2021-22, 2022-23",Minimum lease receipts,TAC10 Op leases,4
LSP0341,"2020-21, 2021-22, 2022-23, 2023-24",9. Extra statutory and regulatory,TAC29 Losses+SP,4
LSP0331,"2020-21, 2021-22, 2022-23, 2023-24",8. Special severance payments,TAC29 Losses+SP,4
OPE0050,"2019-20, 2020-21, 2021-22, 2022-23",- not later than one year,TAC10 Op leases,4
OPE0060,"2019-20, 2020-21, 2021-22, 2022-23",- later than one year and not later than five years,TAC10 Op leases,4
OPE0070,"2019-20, 2020-21, 2021-22, 2022-23",- later than five years,TAC10 Op leases,4
OPE0080,"2019-20, 2020-21, 2021-22, 2022-23",Total,TAC10 Op leases,4
OPE0030,"2019-20, 2020-21, 2021-22, 2022-23",Other,TAC10 Op leases,4
OPE0040,"2019-20, 2020-21, 2021-22, 2022-23",Total in-year operating lease income,TAC10 Op leases,4
LSP0321,"2020-21, 2021-22, 2022-23, 2023-24",7. Ex gratia payments,TAC29 Losses+SP,4
INC1310A,"2020-21, 2021-22, 2022-23, 2023-24",Reimbursement and top up funding,TAC07 Op Inc 2,4
INC1275,"2020-21, 2021-22, 2022-23, 2023-24",Contributions to expenditure - consumables (inventory) donated from DHSC group bodies for COVID response,TAC07 Op Inc 2,4
LSP0311,"2020-21, 2021-22, 2022-23, 2023-24",6. Extra contractual to contractors,TAC29 Losses+SP,4
INT0070,"2019-20, 2020-21, 2021-22, 2022-23",Additions - leased,TAC13 Intangibles,4
INC1330B,"2019-20, 2020-21, 2021-22, 2022-23",Rental revenue from finance leases - other,TAC07 Op Inc 2,4
LSP0301,"2020-21, 2021-22, 2022-23, 2023-24",5. Compensation under legal obligation,TAC29 Losses+SP,4
BOR0080,"2019-20, 2020-21, 2021-22, 2022-23",Finance charges allocated to future periods,TAC21 Borrowings,4
BOR0090,"2019-20, 2020-21, 2021-22, 2022-23",Net land lease liabilities,TAC21 Borrowings,4
BOR0100,"2019-20, 2020-21, 2021-22, 2022-23",- not later than one year;,TAC21 Borrowings,4
BOR0120,"2019-20, 2020-21, 2021-22, 2022-23",- later than five years.,TAC21 Borrowings,4
INV0063,"2020-21, 2021-22, 2022-23, 2023-24",Additions (donated) - from NHS provider (purchased by provider) (unlocked on request),TAC17 Inventories,4
INV0062,"2020-21, 2021-22, 2022-23, 2023-24",Additions (donated) - from NHS provider (purchased by DHSC),TAC17 Inventories,4
INV0061,"2020-21, 2021-22, 2022-23, 2023-24",Additions (donated) - from DHSC,TAC17 Inventories,4
BOR0350,"2019-20, 2020-21, 2021-22, 2022-23",Total of future minimum sublease payments to be received at the SoFP date,TAC21 Borrowings,4
BOR0110,"2019-20, 2020-21, 2021-22, 2022-23",- later than one year and not later than five years;,TAC21 Borrowings,4
BOR0070,"2019-20, 2020-21, 2021-22, 2022-23",- later than five years.,TAC21 Borrowings,4
STA0365,"2020-21, 2021-22, 2022-23, 2023-24",Costs capitalised as part of assets,TAC09 Staff,4
PAY0035,"2020-21, 2021-22, 2022-23, 2023-24",Annual leave accrual,TAC20 Payables,4
INC0231,"2020-21, 2021-22, 2022-23, 2023-24",Block contract / system envelope income,TAC06 Op Inc 1,4
INC0198,"2020-21, 2021-22, 2022-23, 2023-24",Block contract / system envelope income,TAC06 Op Inc 1,4
INC0302,"2020-21, 2021-22, 2022-23, 2023-24",Block contract / system envelope income,TAC06 Op Inc 1,4
OPE0020,"2019-20, 2020-21, 2021-22, 2022-23",Contingent rents,TAC10 Op leases,4
BOR0040,"2019-20, 2020-21, 2021-22, 2022-23",Gross land lease liabilities,TAC21 Borrowings,4
BOR0060,"2019-20, 2020-21, 2021-22, 2022-23",- later than one year and not later than five years;,TAC21 Borrowings,4
BOR0050,"2019-20, 2020-21, 2021-22, 2022-23",- not later than one year;,TAC21 Borrowings,4
STA0366,"2020-21, 2021-22, 2022-23, 2023-24",Total employee benefits excl. capitalised costs,TAC09 Staff,4
OPE0320,"2019-20, 2020-21, 2021-22",- later than five years,TAC10 Op leases,3
OPE0410,"2019-20, 2020-21, 2021-22",- later than one year and not later than five years;,TAC10 Op leases,3
OPE0440,"2019-20, 2020-21, 2021-22",TOTAL of future minimum sublease lease payments to be received at the balance sheet date,TAC10 Op leases,3
SCI1100,"2019-20, 2020-21, 2021-22","Gains on disposal of property, plant and equipment",TAC11 Finance & other,3
IGR0200,"2019-20, 2020-21, 2021-22",Prior period adjustments,TAC15 Investments & groups,3
IGR0190,"2019-20, 2020-21, 2021-22",Carrying value at 1 April,TAC15 Investments & groups,3
SCI1150A,"2021-22, 2022-23, 2023-24",Loss recognised on return of donated COVID assets to DHSC,TAC11 Finance & other,3
SCI1150,"2019-20, 2020-21, 2021-22","Losses on disposal of property, plant and equipment",TAC11 Finance & other,3
OPE0190,"2019-20, 2020-21, 2021-22",- later than five years.,TAC10 Op leases,3
OTD0440,"2021-22, 2022-23, 2023-24",Plus: Loss on disposal of donated/granted assets,TAC28 Disclosures,3
PPE0415,"2020-21, 2021-22, 2022-23",Owned - equipment donated from DHSC and NHSE for COVID response,TAC14 PPE,3
EXP0165B,"2020-21, 2021-22, 2022-23",Supplies and services - general: notional cost of equipment donated from NHSE for COVID response below capitalisation threshold,TAC08 Op Exp,3
EXP0102,"2021-22, 2022-23, 2023-24",Mental health collaboratives (lead provider) - purchase of healthcare from NHS bodies,TAC08 Op Exp,3
EXP0112,"2021-22, 2022-23, 2023-24",Mental health collaboratives (lead provider) - purchase of healthcare from non-NHS bodies,TAC08 Op Exp,3
EXP0165A,"2020-21, 2021-22, 2022-23",Supplies and services - general: notional cost of equipment donated from DHSC for COVID response below capitalisation threshold,TAC08 Op Exp,3
PPE0335,"2021-22, 2022-23, 2023-24",Derecognition - COVID equipment returned to DHSC,TAC14 PPE,3
BOR0130,"2019-20, 2020-21, 2021-22",Gross buildings lease liabilities,TAC21 Borrowings,3
BOR0140,"2019-20, 2020-21, 2021-22",- not later than one year;,TAC21 Borrowings,3
BOR0150,"2019-20, 2020-21, 2021-22",- later than one year and not later than five years;,TAC21 Borrowings,3
BOR0230,"2019-20, 2020-21, 2021-22",- not later than one year;,TAC21 Borrowings,3
BOR0220,"2019-20, 2020-21, 2021-22",Gross other lease liabilities,TAC21 Borrowings,3
BOR0210,"2019-20, 2020-21, 2021-22",- later than five years.,TAC21 Borrowings,3
OPE0310,"2019-20, 2020-21, 2021-22",- later than one year and not later than five years,TAC10 Op leases,3
OPE0420,"2019-20, 2020-21, 2021-22",- later than five years.,TAC10 Op leases,3
OPE0430,"2019-20, 2020-21, 2021-22",TOTAL,TAC10 Op leases,3
OPE0400,"2019-20, 2020-21, 2021-22",- not later than one year;,TAC10 Op leases,3
OPE0300,"2019-20, 2020-21, 2021-22",- not later than one year,TAC10 Op leases,3
OPE0330,"2019-20, 2020-21, 2021-22",Total,TAC10 Op leases,3
BOR0190,"2019-20, 2020-21, 2021-22",- not later than one year;,TAC21 Borrowings,3
BOR0170,"2019-20, 2020-21, 2021-22",Finance charges allocated to future periods,TAC21 Borrowings,3
BOR0200,"2019-20, 2020-21, 2021-22",- later than one year and not later than five years;,TAC21 Borrowings,3
BOR0160,"2019-20, 2020-21, 2021-22",- later than five years.,TAC21 Borrowings,3
BOR0180,"2019-20, 2020-21, 2021-22",Net buildings lease liabilities,TAC21 Borrowings,3
SFP0620,"2019-20, 2020-21, 2021-22",Revolving working capital facilities,TAC21 Borrowings,3
SFP0690,"2019-20, 2020-21, 2021-22",Revolving working capital facilities,TAC21 Borrowings,3
RER0130,"2019-20, 2020-21, 2021-22",Transfer to FT upon authorisation,TAC23 Reval Res,3
RER0120,"2019-20, 2020-21, 2021-22",Other reserve movements,TAC23 Reval Res,3
RER0110,"2019-20, 2020-21, 2021-22",Other recognised gains and losses,TAC23 Reval Res,3
RER0100,"2019-20, 2020-21, 2021-22",Transfer to I&E reserve upon asset disposal,TAC23 Reval Res,3
RER0090,"2019-20, 2020-21, 2021-22",Transfers to other reserves,TAC23 Reval Res,3
RER0080,"2019-20, 2020-21, 2021-22",Transfers to the I&E reserve for impairments arising from consumption of economic benefits,TAC23 Reval Res,3
REC0800,"2019-20, 2020-21, 2021-22",Allowance for uncollectable lease payments,TAC18 Receivables,3
REC0810,"2019-20, 2020-21, 2021-22",Net buildings lease receivables,TAC18 Receivables,3
REC0870,"2019-20, 2020-21, 2021-22",- later than one year and not later than five years;,TAC18 Receivables,3
REC0880,"2019-20, 2020-21, 2021-22",- later than five years.,TAC18 Receivables,3
REC0890,"2019-20, 2020-21, 2021-22",Unearned interest income,TAC18 Receivables,3
REC0750,"2019-20, 2020-21, 2021-22",Gross buildings lease receivables,TAC18 Receivables,3
REC0760,"2019-20, 2020-21, 2021-22",- not later than one year;,TAC18 Receivables,3
REC0770,"2019-20, 2020-21, 2021-22",- later than one year and not later than five years;,TAC18 Receivables,3
REC0780,"2019-20, 2020-21, 2021-22",- later than five years.,TAC18 Receivables,3
REC0790,"2019-20, 2020-21, 2021-22",Unearned interest income,TAC18 Receivables,3
REC0830,"2019-20, 2020-21, 2021-22",- later than one year and not later than five years;,TAC18 Receivables,3
REC0860,"2019-20, 2020-21, 2021-22",- not later than one year;,TAC18 Receivables,3
REC0850,"2019-20, 2020-21, 2021-22",Gross other lease receivables,TAC18 Receivables,3
REC0840,"2019-20, 2020-21, 2021-22",- later than five years.,TAC18 Receivables,3
REC0970,"2019-20, 2020-21, 2021-22",- later than one year and not later than five years;,TAC18 Receivables,3
REC0820,"2019-20, 2020-21, 2021-22",- not later than one year;,TAC18 Receivables,3
REC0960,"2019-20, 2020-21, 2021-22",- not later than one year;,TAC18 Receivables,3
OPE0200,"2019-20, 2020-21, 2021-22",TOTAL,TAC10 Op leases,3
OPE0350,"2019-20, 2020-21, 2021-22",- not later than one year,TAC10 Op leases,3
OPE0340,"2019-20, 2020-21, 2021-22",Total future minimum sublease payments receivable,TAC10 Op leases,3
REC0900,"2019-20, 2020-21, 2021-22",Allowance for uncollectable lease payments,TAC18 Receivables,3
REC0910,"2019-20, 2020-21, 2021-22",Net other lease receivables,TAC18 Receivables,3
REC0920,"2019-20, 2020-21, 2021-22",- not later than one year;,TAC18 Receivables,3
REC0930,"2019-20, 2020-21, 2021-22",- later than one year and not later than five years;,TAC18 Receivables,3
REC0940,"2019-20, 2020-21, 2021-22",- later than five years.,TAC18 Receivables,3
REC0950,"2019-20, 2020-21, 2021-22",Total net lease receivables,TAC18 Receivables,3
OPE0370,"2019-20, 2020-21, 2021-22",- later than five years,TAC10 Op leases,3
OPE0360,"2019-20, 2020-21, 2021-22",- later than one year and not later than five years,TAC10 Op leases,3
OPE0390,"2019-20, 2020-21, 2021-22",Total future minimum sublease payments receivable,TAC10 Op leases,3
OPE0380,"2019-20, 2020-21, 2021-22",Total,TAC10 Op leases,3
IGR0370,"2019-20, 2020-21, 2021-22",Carrying value at 1 April  - restated,TAC15 Investments & groups,3
IGR0360,"2019-20, 2020-21, 2021-22",Prior period adjustments,TAC15 Investments & groups,3
